"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;"Código
Novo";Freguesias - Reorganização de 2013;
0612;PAMPILHOSA DA SERRA;061204;Janeiro de Baixo;;061204;Janeiro de Baixo;
0612;PAMPILHOSA DA SERRA;061206;Pampilhosa da Serra;;061206;Pampilhosa da Serra;
0612;PAMPILHOSA DA SERRA;061207;Pessegueiro;;061207;Pessegueiro;
0612;PAMPILHOSA DA SERRA;061209;Unhais-o-Velho;;061209;Unhais-o-Velho;
0612;PAMPILHOSA DA SERRA;061203;Fajão;Junção;061211;Fajão-Vidual;
0612;PAMPILHOSA DA SERRA;061210;Vidual;Junção;061211;Fajão-Vidual;
0612;PAMPILHOSA DA SERRA;061205;Machio;Junção;061212;Portela do Fojo-Machio;
0612;PAMPILHOSA DA SERRA;061208;Portela do Fojo;Junção;061212;Portela do Fojo-Machio;
0613;PENACOVA;061301;Carvalho;;061301;Carvalho;
0613;PENACOVA;061302;Figueira de Lorvão;;061302;Figueira de Lorvão;
0613;PENACOVA;061304;Lorvão;;061304;Lorvão;
0613;PENACOVA;061307;Penacova;;061307;Penacova;
0613;PENACOVA;061310;Sazes do Lorvão;;061310;Sazes do Lorvão;
0613;PENACOVA;061303;Friúmes;Junção;061312;União das freguesias de Friúmes e Paradela;
0613;PENACOVA;061306;Paradela;Junção;061312;União das freguesias de Friúmes e Paradela;
0613;PENACOVA;061305;Oliveira do Mondego;Junção;061313;União das freguesias de Oliveira do Mondego e Travanca do Mondego;
0613;PENACOVA;061311;Travanca do Mondego;Junção;061313;União das freguesias de Oliveira do Mondego e Travanca do Mondego;
0613;PENACOVA;061308;São Paio de Mondego;Junção;061314;União das freguesias de São Pedro de Alva e São Paio de Mondego;
0613;PENACOVA;061309;São Pedro de Alva;Junção;061314;União das freguesias de São Pedro de Alva e São Paio de Mondego;
0614;PENELA;061401;Cumeeira;;061401;Cumeeira;
0614;PENELA;061402;Espinhal;;061402;Espinhal;
0614;PENELA;061403;Podentes;;061403;Podentes;
0614;PENELA;061404;Rabaçal;Junção;061407;União das freguesias de São Miguel, Santa Eufémia e Rabaçal;
0614;PENELA;061405;Penela (Santa Eufémia);Junção;061407;União das freguesias de São Miguel, Santa Eufémia e Rabaçal;
0614;PENELA;061406;Penela (São Miguel);Junção;061407;União das freguesias de São Miguel, Santa Eufémia e Rabaçal;
0615;SOURE;061501;Alfarelos;;061501;Alfarelos;
0615;SOURE;061504;Figueiró do Campo;;061504;Figueiró do Campo;
0615;SOURE;061506;Granja do Ulmeiro;;061506;Granja do Ulmeiro;
0615;SOURE;061508;Samuel;;061508;Samuel;
0615;SOURE;061509;Soure;;061509;Soure;
0615;SOURE;061510;Tapéus;;061510;Tapéus;
0615;SOURE;061511;Vila Nova de Anços;;061511;Vila Nova de Anços;
0615;SOURE;061512;Vinha da Rainha;;061512;Vinha da Rainha;
0615;SOURE;061503;Degracias;Junção;061513;União das freguesias de Degracias e Pombalinho;
0615;SOURE;061507;Pombalinho;Junção;061513;União das freguesias de Degracias e Pombalinho;
0615;SOURE;061502;Brunhós;Junção;061514;União das freguesias de Gesteira e Brunhós;
0615;SOURE;061505;Gesteira;Junção;061514;União das freguesias de Gesteira e Brunhós;
0616;TABUA;061602;Candosa;;061602;Candosa;
0616;TABUA;061603;Carapinha;;061603;Carapinha;
0616;TABUA;061608;Midões;;061608;Midões;
0616;TABUA;061609;Mouronho;;061609;Mouronho;
0616;TABUA;061611;Póvoa de Midões;;061611;Póvoa de Midões;
0616;TABUA;061612;São João da Boa Vista;;061612;São João da Boa Vista;
0616;TABUA;061614;Tábua;;061614;Tábua;
0616;TABUA;061601;Ázere;Junção;061616;União das freguesias de Ázere e Covelo;
0616;TABUA;061605;Covelo;Junção;061616;União das freguesias de Ázere e Covelo;
0616;TABUA;061604;Covas;Junção;061617;União das freguesias de Covas e Vila Nova de Oliveirinha;
0616;TABUA;061615;Vila Nova de Oliveirinha;Junção;061617;União das freguesias de Covas e Vila Nova de Oliveirinha;
0616;TABUA;061606;Espariz;Junção;061618;União das freguesias de Espariz e Sinde;
0616;TABUA;061613;Sinde;Junção;061618;União das freguesias de Espariz e Sinde;
0616;TABUA;061607;Meda de Mouros;Junção;061619;União das freguesias de Pinheiro de Coja e Meda de Mouros;
0616;TABUA;061610;Pinheiro de Coja;Junção;061619;União das freguesias de Pinheiro de Coja e Meda de Mouros;
0617;VILA NOVA DE POIARES;061701;Arrifana;;061701;Arrifana;
0617;VILA NOVA DE POIARES;061702;Lavegadas;;061702;Lavegadas;
0617;VILA NOVA DE POIARES;061703;Poiares (Santo André);;061703;Poiares (Santo André);
0617;VILA NOVA DE POIARES;061704;São Miguel de Poiares;;061704;São Miguel de Poiares;
0701;ALANDROAL;070103;Santiago Maior;;070103;Santiago Maior;
0701;ALANDROAL;070104;Capelins (Santo António);;070104;Capelins (Santo António);
0701;ALANDROAL;070105;Terena (São Pedro);;070105;Terena (São Pedro);
0701;ALANDROAL;070101;Alandroal (Nossa Senhora da Conceição);Junção;070107;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);
0701;ALANDROAL;070102;Juromenha (Nossa Senhora do Loreto);Junção;070107;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);
0701;ALANDROAL;070106;São Brás dos Matos (Mina do Bugalho);Junção;070107;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);
0702;ARRAIOLOS;070201;Arraiolos;;070201;Arraiolos;
0702;ARRAIOLOS;070202;Igrejinha;;070202;Igrejinha;
0702;ARRAIOLOS;070206;Vimieiro;;070206;Vimieiro;
0702;ARRAIOLOS;070205;Gafanhoeira (São Pedro);Junção;070208;União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;
0702;ARRAIOLOS;070207;Sabugueiro;Junção;070208;União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;
0702;ARRAIOLOS;070203;Santa Justa;Junção;070209;União das freguesias de São Gregório e Santa Justa;
0702;ARRAIOLOS;070204;São Gregório;Junção;070209;União das freguesias de São Gregório e Santa Justa;
0703;BORBA;070301;Borba (Matriz);;070301;Borba (Matriz);
0703;BORBA;070302;Orada;;070302;Orada;
0703;BORBA;070303;Rio de Moinhos;;070303;Rio de Moinhos;
0703;BORBA;070304;Borba (São Bartolomeu);;070304;Borba (São Bartolomeu);
0704;ESTREMOZ;070401;Arcos;;070401;Arcos;
0704;ESTREMOZ;070402;Glória;;070402;Glória;
0704;ESTREMOZ;070404;Évora Monte (Santa Maria);;070404;Évora Monte (Santa Maria);
0704;ESTREMOZ;070411;São Domingos de Ana Loura;;070411;São Domingos de Ana Loura;
0704;ESTREMOZ;070413;Veiros;;070413;Veiros;
0704;ESTREMOZ;070403;Estremoz (Santa Maria);Junção;070414;União das freguesias de Estremoz (Santa Maria e Santo André);
0704;ESTREMOZ;070406;Estremoz (Santo André);Junção;070414;União das freguesias de Estremoz (Santa Maria e Santo André);
0704;ESTREMOZ;070407;Santo Estêvão;Junção;070415;União das freguesias de São Bento do Cortiço e Santo Estêvão;
0704;ESTREMOZ;070410;São Bento do Cortiço;Junção;070415;União das freguesias de São Bento do Cortiço e Santo Estêvão;
0704;ESTREMOZ;070409;São Bento de Ana Loura;Junção;070416;União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;
0704;ESTREMOZ;070412;São Lourenço de Mamporcão;Junção;070416;União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;
0704;ESTREMOZ;070405;Santa Vitória do Ameixial;Junção;070417;União das freguesias do Ameixial (Santa Vitória e São Bento);
0704;ESTREMOZ;070408;São Bento do Ameixial;Junção;070417;União das freguesias do Ameixial (Santa Vitória e São Bento);
0705;EVORA;070502;Nossa Senhora da Graça do Divor;;070502;Nossa Senhora da Graça do Divor;
0705;EVORA;070503;Nossa Senhora de Machede;;070503;Nossa Senhora de Machede;
0705;EVORA;070506;São Bento do Mato;;070506;São Bento do Mato;
0705;EVORA;070509;São Miguel de Machede;;070509;São Miguel de Machede;
0705;EVORA;070513;Torre de Coelheiros;;070513;Torre de Coelheiros;
0705;EVORA;070515;Canaviais;;070515;Canaviais;
0705;EVORA;070517;Bacelo;Junção;070522;União das freguesias de Bacelo e Senhora da Saúde;
0705;EVORA;070521;Senhora da Saúde;Junção;070522;União das freguesias de Bacelo e Senhora da Saúde;
0705;EVORA;070505;Évora (Santo Antão);Junção;070523;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);
0705;EVORA;070507;Évora (São Mamede);Junção;070523;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);
0705;EVORA;070520;Sé e São Pedro;Junção;070523;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);
0705;EVORA;070518;Horta das Figueiras;Junção;070524;União das freguesias de Malagueira e Horta das Figueiras;
0705;EVORA;070519;Malagueira;Junção;070524;União das freguesias de Malagueira e Horta das Figueiras;
0705;EVORA;070504;Nossa Senhora da Tourega;Junção;070525;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;
0705;EVORA;070516;Nossa Senhora de Guadalupe;Junção;070525;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;
0705;EVORA;070508;São Manços;Junção;070526;União das freguesias de São Manços e São Vicente do Pigeiro;
0705;EVORA;070511;São Vicente do Pigeiro;Junção;070526;União das freguesias de São Manços e São Vicente do Pigeiro;
0705;EVORA;070501;Nossa Senhora da Boa Fé;Junção;070527;União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;
0705;EVORA;070514;São Sebastião da Giesteira;Junção;070527;União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;
0706;MONTEMOR-O-NOVO;070601;Cabrela;;070601;Cabrela;
0706;MONTEMOR-O-NOVO;070605;Santiago do Escoural;;070605;Santiago do Escoural;
0706;MONTEMOR-O-NOVO;070606;São Cristóvão;;070606;São Cristóvão;
0706;MONTEMOR-O-NOVO;070607;Ciborro;;070607;Ciborro;
0706;MONTEMOR-O-NOVO;070610;Foros de Vale de Figueira;;070610;Foros de Vale de Figueira;
